"Cluster","Silo","Protein.ID","CompetentLarvae_1","X3_3","X9_3","X3_5","X9_5","X3_7","X9_7","X3_9","X9_9","X3_11","X9_11","X3_13","X9_13","X3_15","X9_15","Avg","StDev","CoeffcientVariance","Variance","Median","Slope","Kurtosis","Skewness","Max","Min","Range","X1st_quartile","X4th_quartile","Sum","Day0.Day15","Day3.Day15","Avg_Day0.7","Avg_Day9.15","X1sthalf.2ndhalf","Range_Day0.7","Range_Day9.15","Sum.TotalProteinIDs","High.Low","Variability","Tag","column1","column2","column3","column4","column5","column6","column7","column8","column9","column10","column11","column12","column13","clean","Entry","Entry.name","Status","Protein.names","Gene.names","Organism","Length","Gene.ontology..biological.process.","Gene.ontology.IDs","Pathway","Cross.reference..UniPathway.","Cross.reference..CDD.","Cross.reference..Pfam.","Gene.ontology..GO."
1,"9","CHOYP_T23O.5.6|m.52216",0,0,0,0,0,0,0,0,0,0,0.5,0,0.5,0,1.5,0.3571428571,0.5150787536,"1.4422205102",0.2653061224,0,"#VALUE!","3.2307692308","1.7836076526",1.5,0,1.5,0,1.5,2.5,"0","0.3333333333",0.125,0.5,-0.375,0.5,1.5,0.0296103281,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_T23O.5.6|m.52216","Q5U4U6","T23O_XENLA","39.13","345","193","5","8","336","40","383","2.00E-80","257","1","Q5U4U6","T23O_XENLA","reviewed","Tryptophan 2,3-dioxygenase (TDO) (EC 1.13.11.11) (Tryptamin 2,3-dioxygenase) (Tryptophan oxygenase) (TO) (TRPO) (Tryptophan pyrrolase) (Tryptophanase)","tdo2","Xenopus laevis (African clawed frog)","406","protein homotetramerization [GO:0051289]; tryptophan catabolic process to kynurenine [GO:0019441]","GO:0004833; GO:0019441; GO:0020037; GO:0046872; GO:0051289","PATHWAY: Amino-acid degradation; L-tryptophan degradation via kynurenine pathway; L-kynurenine from L-tryptophan: step 1/2. {ECO:0000255|HAMAP-Rule:MF_03020}.","","","PF03301;","heme binding [GO:0020037]; metal ion binding [GO:0046872]; tryptophan 2,3-dioxygenase activity [GO:0004833]; protein homotetramerization [GO:0051289]; tryptophan catabolic process to kynurenine [GO:0019441]"
1,"3","CHOYP_TAD2A.1.1|m.27478",0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,"#DIV/0!",0,0,"#VALUE!","#DIV/0!","Err:502",0,0,0,0,0,0,"#DIV/0!","#DIV/0!",0,0,0,0,0,0,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_TAD2A.1.1|m.27478","Q5M823","NUDC2_RAT","54.61","152","69","0","2","153","3","154","7.00E-58","184","1","Q5M823","NUDC2_RAT","reviewed","NudC domain-containing protein 2","Nudcd2","Rattus norvegicus (Rat)","157","developmental process [GO:0032502]; protein folding [GO:0006457]","GO:0000777; GO:0000922; GO:0005737; GO:0005815; GO:0005829; GO:0006457; GO:0032502; GO:0051082; GO:0070062","","","","PF04969;","condensed chromosome kinetochore [GO:0000777]; cytoplasm [GO:0005737]; cytosol [GO:0005829]; extracellular exosome [GO:0070062]; microtubule organizing center [GO:0005815]; spindle pole [GO:0000922]; unfolded protein binding [GO:0051082]; developmental process [GO:0032502]; protein folding [GO:0006457]"
1,"9","CHOYP_TBA1.7.9|m.44107",0,0,0,0,58,0,0,0,0,0,0,0,0,0,0,0,0,"#DIV/0!",0,0,"#VALUE!","#DIV/0!","Err:502",0,0,0,0,0,0,"#DIV/0!","#DIV/0!",0,0,0,0,0,0,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_TBA1.7.9|m.44107","P33628","TBA_PICAB","86.73","113","15","0","20","132","1","113","4.00E-67","216","1","P33628","TBA_PICAB","reviewed","Tubulin alpha chain (Fragment)","TUBA","Picea abies (Norway spruce) (Picea excelsa)","113","microtubule-based process [GO:0007017]","GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017","","","","PF00091;","cytoplasm [GO:0005737]; microtubule [GO:0005874]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; structural constituent of cytoskeleton [GO:0005200]; microtubule-based process [GO:0007017]"
1,"3","CHOYP_TBA1A.2.4|m.19573",0,27.5,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,"#DIV/0!",0,0,"#VALUE!","#DIV/0!","Err:502",0,0,0,0,0,0,"#DIV/0!","#DIV/0!",0,0,0,0,0,0,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_TBA1A.2.4|m.19573","Q08628","TBA_BLEJA","97.06","34","1","0","223","256","1","34","6.00E-16","73.9","1","Q08628","TBA_BLEJA","reviewed","Tubulin alpha chain (Fragment)","","Blepharisma japonicum","50","microtubule-based process [GO:0007017]","GO:0005525; GO:0005737; GO:0005874; GO:0007017","","","","","cytoplasm [GO:0005737]; microtubule [GO:0005874]; GTP binding [GO:0005525]; microtubule-based process [GO:0007017]"
1,"9","CHOYP_TBB2.2.2|m.53000",0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,"#DIV/0!",0,0,"#VALUE!","#DIV/0!","Err:502",0,0,0,0,0,0,"#DIV/0!","#DIV/0!",0,0,0,0,0,0,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_TBB2.2.2|m.53000","Q75A43","TBG_ASHGO","33.41","455","279","10","3","441","4","450","4.00E-79","259","1","Q75A43","TBG_ASHGO","reviewed","Tubulin gamma chain (Gamma-tubulin)","TUB4 ADR076C","Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) (Yeast) (Eremothecium gossypii)","470","cytoplasmic microtubule organization [GO:0031122]; microtubule nucleation [GO:0007020]; mitotic spindle organization in nucleus [GO:0030472]; positive regulation of cytoplasmic translation [GO:2000767]","GO:0000928; GO:0003924; GO:0005200; GO:0005525; GO:0005634; GO:0005822; GO:0005824; GO:0005874; GO:0007020; GO:0030472; GO:0031122; GO:2000767","","","cd02188;","PF00091;PF03953;","gamma-tubulin small complex, spindle pole body [GO:0000928]; inner plaque of spindle pole body [GO:0005822]; microtubule [GO:0005874]; nucleus [GO:0005634]; outer plaque of spindle pole body [GO:0005824]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; structural constituent of cytoskeleton [GO:0005200]; cytoplasmic microtubule organization [GO:0031122]; microtubule nucleation [GO:0007020]; mitotic spindle organization in nucleus [GO:0030472]; positive regulation of cytoplasmic translation [GO:2000767]"
1,"3","CHOYP_TBB2.2.2|m.53001",0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.0714285714,0.1749635531,"2.4494897428",0.0306122449,0,"#VALUE!","7","2.6457513111",0.5,0,0.5,0,0.5,0.5,"#DIV/0!","#DIV/0!",0.125,0,0.125,0.5,0,0.0059220656,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_TBB2.2.2|m.53001","P18699","TBB_LYMST","96.23","106","4","0","107","212","1","106","1.00E-70","217","1","P18699","TBB_LYMST","reviewed","Tubulin beta chain (Beta-tubulin) (Fragment)","","Lymnaea stagnalis (Great pond snail) (Helix stagnalis)","111","microtubule-based process [GO:0007017]","GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017","","","","PF03953;","cytoplasm [GO:0005737]; microtubule [GO:0005874]; GTP binding [GO:0005525]; structural constituent of cytoskeleton [GO:0005200]; microtubule-based process [GO:0007017]"
1,"9","CHOYP_TBB2.2.2|m.53003",0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,"#DIV/0!",0,0,"#VALUE!","#DIV/0!","Err:502",0,0,0,0,0,0,"#DIV/0!","#DIV/0!",0,0,0,0,0,0,"low_abundance","low_variance","low_abundance-low_variance","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
1,"3","CHOYP_TBB4.1.1|m.40048",0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.7142857143,1.7496355306,"2.4494897428",3.0612244898,0,"#VALUE!","7","2.6457513111",5,0,5,0,5,5,"#DIV/0!","#DIV/0!",0,1.25,-1.25,0,5,0.0592206562,"low_abundance","high_variance","low_abundance-high_variance","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
39,"9","CHOYP_TBB4B.1.7|m.12262",114.5,136.5,223,222.5,95,227.5,119.5,171,150,114,227.5,129.5,224.5,62.5,216,141,74.3072770903,"0.5270019652",5521.5714285714,129.5,"#VALUE!","-2.5217133606","0.0783226146",227.5,52,175.5,68.75,227.5,987,"0.5277777778","1.0532407407",136.5,138.75,-2.25,152.5,172.5,11.6901575269,"high_abundance","high_variance","high_abundance-high_variance","CHOYP_TBB4B.1.7|m.12262","Q07972","TBAA_PNECA","39.15","212","121","1","202","405","1","212","9.00E-53","182","1","Q07972","TBAA_PNECA","reviewed","Tubulin alpha chain (Fragment)","TUB-A","Pneumocystis carinii","212","microtubule-based process [GO:0007017]","GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017","","","","PF03953;","cytoplasm [GO:0005737]; microtubule [GO:0005874]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; structural constituent of cytoskeleton [GO:0005200]; microtubule-based process [GO:0007017]"
21,"3","CHOYP_TBB4B.1.7|m.12262",114.5,136.5,223,222.5,95,227.5,119.5,171,150,114,227.5,129.5,224.5,62.5,216,141,74.3072770903,"0.5270019652",5521.5714285714,129.5,"#VALUE!","-2.5217133606","0.0783226146",227.5,52,175.5,68.75,227.5,987,"0.5277777778","1.0532407407",136.5,138.75,-2.25,152.5,172.5,11.6901575269,"high_abundance","high_variance","high_abundance-high_variance","CHOYP_TBB4B.1.7|m.12262","Q07972","TBAA_PNECA","39.15","212","121","1","202","405","1","212","9.00E-53","182","1","Q07972","TBAA_PNECA","reviewed","Tubulin alpha chain (Fragment)","TUB-A","Pneumocystis carinii","212","microtubule-based process [GO:0007017]","GO:0003924; GO:0005200; GO:0005525; GO:0005737; GO:0005874; GO:0007017","","","","PF03953;","cytoplasm [GO:0005737]; microtubule [GO:0005874]; GTP binding [GO:0005525]; GTPase activity [GO:0003924]; structural constituent of cytoskeleton [GO:0005200]; microtubule-based process [GO:0007017]"
1,"3","CHOYP_TBB4B.3.7|m.22777",0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,"#DIV/0!",0,0,"#VALUE!","#DIV/0!","Err:502",0,0,0,0,0,0,"#DIV/0!","#DIV/0!",0,0,0,0,0,0,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_TBB4B.3.7|m.22777","P43006","EAA2_MOUSE","52.11","545","218","10","35","570","26","536","3.00E-179","525","1","P43006","EAA2_MOUSE","reviewed","Excitatory amino acid transporter 2 (GLT-1) (Sodium-dependent glutamate/aspartate transporter 2) (Solute carrier family 1 member 2)","Slc1a2 Eaat2 Glt1","Mus musculus (Mouse)","572","adult behavior [GO:0030534]; anion transmembrane transport [GO:0098656]; cellular response to extracellular stimulus [GO:0031668]; D-aspartate import [GO:0070779]; L-glutamate import [GO:0051938]; L-glutamate transmembrane transport [GO:0089711]; L-glutamate transport [GO:0015813]; multicellular organism aging [GO:0010259]; multicellular organism growth [GO:0035264]; nervous system development [GO:0007399]; positive regulation of glucose import [GO:0046326]; response to amino acid [GO:0043200]; response to drug [GO:0042493]; response to light stimulus [GO:0009416]; response to wounding [GO:0009611]; telencephalon development [GO:0021537]; visual behavior [GO:0007632]","GO:0005313; GO:0005886; GO:0005887; GO:0007399; GO:0007632; GO:0008509; GO:0009416; GO:0009611; GO:0009986; GO:0010259; GO:0015501; GO:0015813; GO:0021537; GO:0030424; GO:0030534; GO:0030673; GO:0031668; GO:0035264; GO:0042493; GO:0043200; GO:0046326; GO:0051938; GO:0070779; GO:0089711; GO:0098656","","","","PF00375;","axolemma [GO:0030673]; axon [GO:0030424]; cell surface [GO:0009986]; integral component of plasma membrane [GO:0005887]; plasma membrane [GO:0005886]; anion transmembrane transporter activity [GO:0008509]; glutamate:sodium symporter activity [GO:0015501]; L-glutamate transmembrane transporter activity [GO:0005313]; adult behavior [GO:0030534]; anion transmembrane transport [GO:0098656]; cellular response to extracellular stimulus [GO:0031668]; D-aspartate import [GO:0070779]; L-glutamate import [GO:0051938]; L-glutamate transmembrane transport [GO:0089711]; L-glutamate transport [GO:0015813]; multicellular organism aging [GO:0010259]; multicellular organism growth [GO:0035264]; nervous system development [GO:0007399]; positive regulation of glucose import [GO:0046326]; response to amino acid [GO:0043200]; response to drug [GO:0042493]; response to light stimulus [GO:0009416]; response to wounding [GO:0009611]; telencephalon development [GO:0021537]; visual behavior [GO:0007632]"
27,"3","CHOYP_TBB4B.7.7|m.63980",372.5,301.5,174,169.5,221.5,165,146,146,183,239,108.5,157.5,130.5,211,117.5,137.5,55.8358563751,"0.4060789555",3117.6428571429,130.5,"#VALUE!","0.1890949114","-0.4573167201",211,35,176,113,211,962.5,"2.0340425532","0.9234042553",135,165.375,-30.375,204,93.5,11.3999763117,"high_abundance","high_variance","high_abundance-high_variance","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
38,"9","CHOYP_TBB4B.7.7|m.63980",372.5,301.5,174,169.5,221.5,165,146,146,183,239,108.5,157.5,130.5,211,117.5,137.5,55.8358563751,"0.4060789555",3117.6428571429,130.5,"#VALUE!","0.1890949114","-0.4573167201",211,35,176,113,211,962.5,"2.0340425532","0.9234042553",135,165.375,-30.375,204,93.5,11.3999763117,"high_abundance","high_variance","high_abundance-high_variance","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
1,"3","CHOYP_TCF25.1.1|m.28509",0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,"#DIV/0!",0,0,"#VALUE!","#DIV/0!","Err:502",0,0,0,0,0,0,"#DIV/0!","#DIV/0!",0,0,0,0,0,0,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_TCF25.1.1|m.28509","Q8R3L2","TCF25_MOUSE","44.69","687","332","11","1","650","1","676","0","553","1","Q8R3L2","TCF25_MOUSE","reviewed","Transcription factor 25 (TCF-25) (Nuclear localized protein 1)","Tcf25 D8Ertd325e Nulp1","Mus musculus (Mouse)","676","negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; transcription, DNA-templated [GO:0006351]","GO:0000122; GO:0003677; GO:0003700; GO:0005634; GO:0006351","","","","PF04910;","nucleus [GO:0005634]; DNA binding [GO:0003677]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; transcription, DNA-templated [GO:0006351]"
1,"3","CHOYP_TCFAP2B.2.2|m.11727",0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"#DIV/0!",0,0,"#VALUE!","#DIV/0!","Err:502",0,0,0,0,0,0,"#DIV/0!","#DIV/0!",0,0,0,0,0,0,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_TCFAP2B.2.2|m.11727","P34056","AP2A_MOUSE","56.07","453","153","17","52","486","13","437","2.00E-123","374","1","P34056","AP2A_MOUSE","reviewed","Transcription factor AP-2-alpha (AP2-alpha) (AP-2 transcription factor) (Activating enhancer-binding protein 2-alpha) (Activator protein 2) (AP-2)","Tfap2a Ap2tf Tcfap2a","Mus musculus (Mouse)","437","anterior neuropore closure [GO:0021506]; basement membrane organization [GO:0071711]; bone morphogenesis [GO:0060349]; cellular response to iron ion [GO:0071281]; cornea development in camera-type eye [GO:0061303]; embryonic body morphogenesis [GO:0010172]; embryonic camera-type eye morphogenesis [GO:0048596]; embryonic cranial skeleton morphogenesis [GO:0048701]; embryonic forelimb morphogenesis [GO:0035115]; embryonic pattern specification [GO:0009880]; epidermis morphogenesis [GO:0048730]; eyelid development in camera-type eye [GO:0061029]; face morphogenesis [GO:0060325]; forebrain neuron development [GO:0021884]; forelimb morphogenesis [GO:0035136]; inner ear morphogenesis [GO:0042472]; keratinocyte development [GO:0003334]; kidney development [GO:0001822]; lens induction in camera-type eye [GO:0060235]; lens morphogenesis in camera-type eye [GO:0002089]; metanephric nephron development [GO:0072210]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell proliferation [GO:0008285]; negative regulation of epidermal growth factor receptor signaling pathway [GO:0042059]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of reactive oxygen species metabolic process [GO:2000378]; negative regulation of transcription, DNA-templated [GO:0045892]; negative regulation of transcription by competitive promoter binding [GO:0010944]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; nervous system development [GO:0007399]; neural crest cell development [GO:0014032]; neural tube closure [GO:0001843]; oculomotor nerve formation [GO:0021623]; optic cup structural organization [GO:0003409]; optic vesicle morphogenesis [GO:0003404]; outflow tract morphogenesis [GO:0003151]; palate development [GO:0060021]; positive regulation of bone mineralization [GO:0030501]; positive regulation of cell migration [GO:0030335]; positive regulation of gene expression [GO:0010628]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of tooth mineralization [GO:0070172]; positive regulation of transcription, DNA-templated [GO:0045893]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; regulation of cell differentiation [GO:0045595]; regulation of neuron differentiation [GO:0045664]; regulation of transcription, DNA-templated [GO:0006355]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; sensory organ development [GO:0007423]; sensory perception of sound [GO:0007605]; skeletal system morphogenesis [GO:0048705]; skin development [GO:0043588]; sympathetic nervous system development [GO:0048485]; trigeminal nerve development [GO:0021559]","GO:0000122; GO:0000976; GO:0000977; GO:0000978; GO:0000979; GO:0000980; GO:0000981; GO:0000982; GO:0000987; GO:0001077; GO:0001078; GO:0001105; GO:0001106; GO:0001228; GO:0001822; GO:0001843; GO:0002089; GO:0003151; GO:0003334; GO:0003404; GO:0003409; GO:0003682; GO:0003700; GO:0003713; GO:0005634; GO:0005654; GO:0005667; GO:0005794; GO:0005813; GO:0005829; GO:0006355; GO:0006357; GO:0007399; GO:0007423; GO:0007605; GO:0008285; GO:0009880; GO:0010172; GO:0010628; GO:0010944; GO:0014032; GO:0021506; GO:0021559; GO:0021623; GO:0021884; GO:0030335; GO:0030501; GO:0035115; GO:0035136; GO:0042059; GO:0042472; GO:0043066; GO:0043231; GO:0043524; GO:0043525; GO:0043565; GO:0043588; GO:0044212; GO:0045595; GO:0045664; GO:0045892; GO:0045893; GO:0045944; GO:0046983; GO:0048485; GO:0048596; GO:0048701; GO:0048705; GO:0048730; GO:0060021; GO:0060235; GO:0060325; GO:0060349; GO:0061029; GO:0061303; GO:0070172; GO:0071281; GO:0071711; GO:0072210; GO:2000378","","","","PF03299;","centrosome [GO:0005813]; cytosol [GO:0005829]; Golgi apparatus [GO:0005794]; intracellular membrane-bounded organelle [GO:0043231]; nucleoplasm [GO:0005654]; nucleus [GO:0005634]; transcription factor complex [GO:0005667]; chromatin binding [GO:0003682]; core promoter proximal region sequence-specific DNA binding [GO:0000987]; protein dimerization activity [GO:0046983]; RNA polymerase II core promoter proximal region sequence-specific DNA binding [GO:0000978]; RNA polymerase II core promoter sequence-specific DNA binding [GO:0000979]; RNA polymerase II distal enhancer sequence-specific DNA binding [GO:0000980]; RNA polymerase II regulatory region sequence-specific DNA binding [GO:0000977]; RNA polymerase II transcription coactivator activity [GO:0001105]; RNA polymerase II transcription corepressor activity [GO:0001106]; RNA polymerase II transcription factor activity, sequence-specific DNA binding [GO:0000981]; sequence-specific DNA binding [GO:0043565]; transcription coactivator activity [GO:0003713]; transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding [GO:0000982]; transcription factor activity, sequence-specific DNA binding [GO:0003700]; transcription regulatory region DNA binding [GO:0044212]; transcription regulatory region sequence-specific DNA binding [GO:0000976]; transcriptional activator activity, RNA polymerase II core promoter proximal region sequence-specific binding [GO:0001077]; transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding [GO:0001228]; transcriptional repressor activity, RNA polymerase II core promoter proximal region sequence-specific binding [GO:0001078]; anterior neuropore closure [GO:0021506]; basement membrane organization [GO:0071711]; bone morphogenesis [GO:0060349]; cellular response to iron ion [GO:0071281]; cornea development in camera-type eye [GO:0061303]; embryonic body morphogenesis [GO:0010172]; embryonic camera-type eye morphogenesis [GO:0048596]; embryonic cranial skeleton morphogenesis [GO:0048701]; embryonic forelimb morphogenesis [GO:0035115]; embryonic pattern specification [GO:0009880]; epidermis morphogenesis [GO:0048730]; eyelid development in camera-type eye [GO:0061029]; face morphogenesis [GO:0060325]; forebrain neuron development [GO:0021884]; forelimb morphogenesis [GO:0035136]; inner ear morphogenesis [GO:0042472]; keratinocyte development [GO:0003334]; kidney development [GO:0001822]; lens induction in camera-type eye [GO:0060235]; lens morphogenesis in camera-type eye [GO:0002089]; metanephric nephron development [GO:0072210]; negative regulation of apoptotic process [GO:0043066]; negative regulation of cell proliferation [GO:0008285]; negative regulation of epidermal growth factor receptor signaling pathway [GO:0042059]; negative regulation of neuron apoptotic process [GO:0043524]; negative regulation of reactive oxygen species metabolic process [GO:2000378]; negative regulation of transcription by competitive promoter binding [GO:0010944]; negative regulation of transcription from RNA polymerase II promoter [GO:0000122]; negative regulation of transcription, DNA-templated [GO:0045892]; nervous system development [GO:0007399]; neural crest cell development [GO:0014032]; neural tube closure [GO:0001843]; oculomotor nerve formation [GO:0021623]; optic cup structural organization [GO:0003409]; optic vesicle morphogenesis [GO:0003404]; outflow tract morphogenesis [GO:0003151]; palate development [GO:0060021]; positive regulation of bone mineralization [GO:0030501]; positive regulation of cell migration [GO:0030335]; positive regulation of gene expression [GO:0010628]; positive regulation of neuron apoptotic process [GO:0043525]; positive regulation of tooth mineralization [GO:0070172]; positive regulation of transcription from RNA polymerase II promoter [GO:0045944]; positive regulation of transcription, DNA-templated [GO:0045893]; regulation of cell differentiation [GO:0045595]; regulation of neuron differentiation [GO:0045664]; regulation of transcription from RNA polymerase II promoter [GO:0006357]; regulation of transcription, DNA-templated [GO:0006355]; sensory organ development [GO:0007423]; sensory perception of sound [GO:0007605]; skeletal system morphogenesis [GO:0048705]; skin development [GO:0043588]; sympathetic nervous system development [GO:0048485]; trigeminal nerve development [GO:0021559]"
1,"9","CHOYP_TDRD3.2.2|m.8522",0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,"#DIV/0!",0,0,"#VALUE!","#DIV/0!","Err:502",0,0,0,0,0,0,"#DIV/0!","#DIV/0!",0,0,0,0,0,0,"low_abundance","low_variance","low_abundance-low_variance","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
1,"9","CHOYP_TENA.5.5|m.43448",0,0,0,0,0,0,0,0,0,0,0,0,3,0,2.5,0.7857142857,1.2494896918,"1.5902596077",1.5612244898,0,"#VALUE!","-0.5355632449","1.2785167545",3,0,3,0,3,5.5,"0","0",0,1.375,-1.375,0,3,0.0651427218,"low_abundance","high_variance","low_abundance-high_variance","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None","None"
1,"9","CHOYP_TEX10.2.3|m.28279",0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0.0714285714,0.1749635531,"2.4494897428",0.0306122449,0,"#VALUE!","7","2.6457513111",0.5,0,0.5,0,0.5,0.5,"#DIV/0!","#DIV/0!",0.125,0,0.125,0.5,0,0.0059220656,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_TEX10.2.3|m.28279","Q803M3","TEX10_DANRE","34.57","457","251","13","5","425","4","448","3.00E-67","238","1","Q803M3","TEX10_DANRE","reviewed","Testis-expressed protein 10 homolog","tex10 zgc:55523","Danio rerio (Zebrafish) (Brachydanio rerio)","933","","GO:0005730; GO:0016021; GO:0031965; GO:0071339; GO:0097344","","","","PF12333;","integral component of membrane [GO:0016021]; MLL1 complex [GO:0071339]; nuclear membrane [GO:0031965]; nucleolus [GO:0005730]; Rix1 complex [GO:0097344]"
1,"3","CHOYP_TFP11.1.1|m.65838",0.5,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0.0714285714,0.1749635531,"2.4494897428",0.0306122449,0,"#VALUE!","7","2.6457513111",0.5,0,0.5,0,0.5,0.5,"#DIV/0!","#DIV/0!",0.125,0,0.125,0.5,0,0.0059220656,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_TFP11.1.1|m.65838","Q66J74","TFP11_XENLA","50.24","826","379","13","5","816","17","824","0","864","1","Q66J74","TFP11_XENLA","reviewed","Tuftelin-interacting protein 11 (Septin and tuftelin-interacting protein 1) (STIP-1)","tfip11 stip","Xenopus laevis (African clawed frog)","824","mRNA processing [GO:0006397]; regulation of transcription, DNA-templated [GO:0006355]; RNA splicing [GO:0008380]","GO:0003677; GO:0005681; GO:0006355; GO:0006397; GO:0008380","","","","PF01585;PF07842;PF12457;","spliceosomal complex [GO:0005681]; DNA binding [GO:0003677]; mRNA processing [GO:0006397]; regulation of transcription, DNA-templated [GO:0006355]; RNA splicing [GO:0008380]"
1,"9","CHOYP_TIF1A.3.8|m.12841",0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0.0714285714,0.1749635531,"2.4494897428",0.0306122449,0,"#VALUE!","7","2.6457513111",0.5,0,0.5,0,0.5,0.5,"#DIV/0!","#DIV/0!",0,0.125,-0.125,0,0.5,0.0059220656,"low_abundance","low_variance","low_abundance-low_variance","CHOYP_TIF1A.3.8|m.12841","Q9CYB0","TRI13_MOUSE","32.14","84","51","2","15","97","2","80","0.000001","52","1","Q9CYB0","TRI13_MOUSE","reviewed","E3 ubiquitin-protein ligase TRIM13 (EC 2.3.2.27) (Putative tumor suppressor RFP2) (RING-type E3 ubiquitin transferase TRIM13) (Ret finger protein 2) (Tripartite motif-containing protein 13)","Trim13 Rfp2","Mus musculus (Mouse)","407","ER-associated ubiquitin-dependent protein catabolic process [GO:0030433]; innate immune response [GO:0045087]; negative regulation of viral release from host cell [GO:1902187]; negative regulation of viral transcription [GO:0032897]; positive regulation of cell death [GO:0010942]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; positive regulation of macroautophagy [GO:0016239]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein autoubiquitination [GO:0051865]; response to gamma radiation [GO:0010332]","GO:0004842; GO:0004871; GO:0005737; GO:0005789; GO:0008270; GO:0010332; GO:0010942; GO:0016021; GO:0016239; GO:0030433; GO:0032897; GO:0043123; GO:0043161; GO:0045087; GO:0051092; GO:0051865; GO:0097038; GO:1902187","PATHWAY: Protein modification; protein ubiquitination.","","","PF00643;PF13445;","cytoplasm [GO:0005737]; endoplasmic reticulum membrane [GO:0005789]; integral component of membrane [GO:0016021]; perinuclear endoplasmic reticulum [GO:0097038]; signal transducer activity [GO:0004871]; ubiquitin-protein transferase activity [GO:0004842]; zinc ion binding [GO:0008270]; ER-associated ubiquitin-dependent protein catabolic process [GO:0030433]; innate immune response [GO:0045087]; negative regulation of viral release from host cell [GO:1902187]; negative regulation of viral transcription [GO:0032897]; positive regulation of cell death [GO:0010942]; positive regulation of I-kappaB kinase/NF-kappaB signaling [GO:0043123]; positive regulation of macroautophagy [GO:0016239]; positive regulation of NF-kappaB transcription factor activity [GO:0051092]; proteasome-mediated ubiquitin-dependent protein catabolic process [GO:0043161]; protein autoubiquitination [GO:0051865]; response to gamma radiation [GO:0010332]"
